Rank,Firearms,MSA_name,,Rank,Homicides,MSA_name,,Rank,Firearm Licenses,MSA_name
565,-0.021734412,"Hannibal, MO MicroSA",,565,-0.151195497,"Des Moines-West Des Moines, IA MSA",,565,-0.062738471,"McPherson, KS MicroSA"
566,-0.021922893,"Columbus, IN MSA",,566,-0.151313519,"Watertown, SD MicroSA",,566,-0.062927781,"Hays, KS MicroSA"
567,-0.022682807,"Red Wing, MN MicroSA",,567,-0.151572815,"Eagle Pass, TX MicroSA",,567,-0.063015753,"Mason City, IA MicroSA"
568,-0.022698208,"McAlester, OK MicroSA",,568,-0.152560812,"Medford, OR MSA",,568,-0.06306165,"Danville, IL MSA"
569,-0.0227774,"Hobbs, NM MicroSA",,569,-0.154369469,"Prescott, AZ MSA",,569,-0.064319599,"Gloversville, NY MicroSA"
570,-0.023589472,"Burley, ID MicroSA",,570,-0.154444344,"Worthington, MN MicroSA",,570,-0.065188743,"Mount Pleasant, MI MicroSA"
571,-0.02457965,"Alexandria, MN MicroSA",,571,-0.154962638,"Sunbury, PA MicroSA",,571,-0.065381777,"Pottsville, PA MicroSA"
572,-0.02532898,"Fort Wayne, IN MSA",,572,-0.156089376,"Seneca Falls, NY MicroSA",,572,-0.065551666,"Marion, OH MicroSA"
573,-0.025374308,"Adrian, MI MicroSA",,573,-0.157818174,"Williston, ND MicroSA",,573,-0.065788696,"Ardmore, OK MicroSA"
574,-0.025391982,"Monroe, MI MSA",,574,-0.158233914,"Bismarck, ND MSA",,574,-0.065869993,"College Station-Bryan, TX MSA"
575,-0.025474001,"Naples-Immokalee-Marco Island, FL MSA",,575,-0.158794518,"Mineral Wells, TX MicroSA",,575,-0.066193881,"Douglas, GA MicroSA"
576,-0.026087938,"Reading, PA MSA",,576,-0.161057312,"Cumberland, MD-WV MSA",,576,-0.068151336,"Kinston, NC MicroSA"
577,-0.026131695,"Redding, CA MSA",,577,-0.162089013,"Sioux City, IA-NE-SD MSA",,577,-0.069969683,"Corinth, MS MicroSA"
578,-0.026328329,"Durham-Chapel Hill, NC MSA",,578,-0.1627775,"Asheville, NC MSA",,578,-0.070184643,"Pierre, SD MicroSA"
579,-0.026689762,"Akron, OH MSA",,579,-0.163624376,"Oskaloosa, IA MicroSA",,579,-0.070938222,"Findlay, OH MicroSA"
580,-0.027342307,"Kalamazoo-Portage, MI MSA",,580,-0.165025261,"Hays, KS MicroSA",,580,-0.071714715,"Kingsville, TX MicroSA"
581,-0.027680764,"Milwaukee-Waukesha-West Allis, WI MSA",,581,-0.165205703,"Kennewick-Richland, WA MSA",,581,-0.072301274,"Fremont, OH MicroSA"
582,-0.027730847,"Salt Lake City, UT MSA",,582,-0.165871756,"Canton, IL MicroSA",,582,-0.074726799,"Cedartown, GA MicroSA"
583,-0.027965705,"Jamestown-Dunkirk-Fredonia, NY MicroSA",,583,-0.166733247,"Sioux Falls, SD MSA",,583,-0.07673092,"Sterling, CO MicroSA"
584,-0.028089246,"Ashtabula, OH MicroSA",,584,-0.166797226,"El Paso, TX MSA",,584,-0.076765921,"Port Angeles, WA MicroSA"
585,-0.028192861,"Celina, OH MicroSA",,585,-0.166923846,"Glasgow, KY MicroSA",,585,-0.077714058,"Huntington, IN MicroSA"
586,-0.028428627,"Sayre, PA MicroSA",,586,-0.167727338,"Montrose, CO MicroSA",,586,-0.077861465,"Warsaw, IN MicroSA"
587,-0.028708557,"Faribault-Northfield, MN MicroSA",,587,-0.167997012,"Cedar Rapids, IA MSA",,587,-0.079378139,"Lexington, NE MicroSA"
588,-0.029122381,"Shelby, NC MicroSA",,588,-0.168051405,"Spokane-Spokane Valley, WA MSA",,588,-0.079411271,"Champaign-Urbana, IL MSA"
589,-0.029429511,"Mankato-North Mankato, MN MSA",,589,-0.168094569,"Kapaa, HI MicroSA",,589,-0.07952958,"Indianola, MS MicroSA"
590,-0.030924259,"Mount Vernon-Anacortes, WA MSA",,590,-0.169834375,"Oneonta, NY MicroSA",,590,-0.080074399,"Wapakoneta, OH MicroSA"
591,-0.031892957,"Miami, OK MicroSA",,591,-0.17092968,"Wenatchee, WA MSA",,591,-0.081449617,"Bellefontaine, OH MicroSA"
592,-0.032039226,"Brevard, NC MicroSA",,592,-0.171019518,"College Station-Bryan, TX MSA",,592,-0.08176011,"Monroe, MI MSA"
593,-0.032215385,"York-Hanover, PA MSA",,593,-0.172900503,"Peru, IN MicroSA",,593,-0.082806809,"Madison, WI MSA"
594,-0.032855107,"Las Vegas, NM MicroSA",,594,-0.173674856,"Oxnard-Thousand Oaks-Ventura, CA MSA",,594,-0.083378991,"Danville, VA MicroSA"
595,-0.033547252,"Aberdeen, WA MicroSA",,595,-0.175896439,"Grand Forks, ND-MN MSA",,595,-0.084288404,"Memphis, TN-MS-AR MSA"
596,-0.033721234,"Muskogee, OK MicroSA",,596,-0.179387136,"Eugene, OR MSA",,596,-0.08477128,"Brenham, TX MicroSA"
597,-0.033759662,"Bay City, MI MSA",,597,-0.181634565,"Muscatine, IA MicroSA",,597,-0.086440046,"Williston, ND MicroSA"
598,-0.03407353,"Seattle-Tacoma-Bellevue, WA MSA",,598,-0.182654289,"Pottsville, PA MicroSA",,598,-0.088778202,"Odessa, TX MSA"
599,-0.03441241,"Marshall, MN MicroSA",,599,-0.182736999,"Meadville, PA MicroSA",,599,-0.089191784,"Pampa, TX MicroSA"
600,-0.035531025,"Santa Fe, NM MSA",,600,-0.183634261,"Zanesville, OH MicroSA",,600,-0.089646354,"Malone, NY MicroSA"
601,-0.036362324,"Menomonie, WI MicroSA",,601,-0.185792544,"Hood River, OR MicroSA",,601,-0.090228702,"Carlsbad-Artesia, NM MicroSA"
602,-0.036582331,"Albert Lea, MN MicroSA",,602,-0.185934969,"McAllen-Edinburg-Mission, TX MSA",,602,-0.091568823,"Crawfordsville, IN MicroSA"
603,-0.0368225,"Appleton, WI MSA",,603,-0.18631348,"Connersville, IN MicroSA",,603,-0.092702103,"Greeneville, TN MicroSA"
604,-0.037218008,"Huntington, IN MicroSA",,604,-0.187858298,"Bay City, MI MSA",,604,-0.092756045,"Lakeland-Winter Haven, FL MSA"
605,-0.037408636,"Traverse City, MI MicroSA",,605,-0.188662386,"Scranton--Wilkes-Barre--Hazleton, PA MSA",,605,-0.092807615,"Las Cruces, NM MSA"
606,-0.038346948,"Durant, OK MicroSA",,606,-0.190248317,"Charleston-Mattoon, IL MicroSA",,606,-0.09386242,"Thomasville, GA MicroSA"
607,-0.038534275,"Napa, CA MSA",,607,-0.193071142,"Mason City, IA MicroSA",,607,-0.093890984,"Angola, IN MicroSA"
608,-0.038998509,"Wilmington, OH MicroSA",,608,-0.195041733,"Longview, WA MSA",,608,-0.094386539,"Great Bend, KS MicroSA"
609,-0.039165442,"Odessa, TX MSA",,609,-0.195174044,"The Villages, FL MSA",,609,-0.094924649,"Burley, ID MicroSA"
610,-0.039398794,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",,610,-0.197224357,"Ann Arbor, MI MSA",,610,-0.095725431,"Lawrenceburg, TN MicroSA"
611,-0.039958583,"McPherson, KS MicroSA",,611,-0.198169786,"Charlottesville, VA MSA",,611,-0.096674988,"Greenwood, SC MicroSA"
612,-0.040363069,"Ukiah, CA MicroSA",,612,-0.202189313,"Logansport, IN MicroSA",,612,-0.098303679,"Charleston-North Charleston, SC MSA"
613,-0.04061938,"Payson, AZ MicroSA",,613,-0.20399348,"Racine, WI MSA",,613,-0.099235748,"Beeville, TX MicroSA"
614,-0.042122601,"Fort Morgan, CO MicroSA",,614,-0.20438197,"Lewisburg, PA MicroSA",,614,-0.099996755,"Key West, FL MicroSA"
615,-0.042261049,"Grand Island, NE MSA",,615,-0.20565272,"Coeur d'Alene, ID MSA",,615,-0.100133398,"Georgetown, SC MicroSA"
616,-0.042877103,"Salina, KS MicroSA",,616,-0.206953992,"Norwalk, OH MicroSA",,616,-0.101079355,"Hutchinson, MN MicroSA"
617,-0.042903436,"Erie, PA MSA",,617,-0.210425552,"Utica-Rome, NY MSA",,617,-0.101166984,"Charlottesville, VA MSA"
618,-0.043175733,"Kokomo, IN MSA",,618,-0.212920382,"Astoria, OR MicroSA",,618,-0.101411788,"The Dalles, OR MicroSA"
619,-0.04342277,"El Dorado, AR MicroSA",,619,-0.21340652,"Urbana, OH MicroSA",,619,-0.101834748,"Houghton, MI MicroSA"
620,-0.04398993,"Fort Dodge, IA MicroSA",,620,-0.213647211,"Pocatello, ID MSA",,620,-0.103112328,"State College, PA MSA"
621,-0.044051657,"Duluth, MN-WI MSA",,621,-0.21450373,"Hannibal, MO MicroSA",,621,-0.103888468,"Moscow, ID MicroSA"
622,-0.04410363,"Mexico, MO MicroSA",,622,-0.216288381,"Lock Haven, PA MicroSA",,622,-0.104272441,"Kalamazoo-Portage, MI MSA"
623,-0.044147358,"Wichita Falls, TX MSA",,623,-0.216366711,"Indiana, PA MicroSA",,623,-0.104458879,"Oshkosh-Neenah, WI MSA"
624,-0.044266555,"Safford, AZ MicroSA",,624,-0.218192649,"Morristown, TN MSA",,624,-0.10479347,"Spokane-Spokane Valley, WA MSA"
625,-0.044330555,"Allentown-Bethlehem-Easton, PA-NJ MSA",,625,-0.218267987,"Jacksonville, IL MicroSA",,625,-0.105221452,"Huntsville, TX MicroSA"
626,-0.04449179,"Huntingdon, PA MicroSA",,626,-0.218814506,"Moscow, ID MicroSA",,626,-0.105288086,"Athens, OH MicroSA"
627,-0.045017949,"Muskegon, MI MSA",,627,-0.219861713,"Kalispell, MT MicroSA",,627,-0.106081112,"Fond du Lac, WI MSA"
628,-0.045226721,"Duncan, OK MicroSA",,628,-0.224886613,"Santa Cruz-Watsonville, CA MSA",,628,-0.106125149,"Pullman, WA MicroSA"
629,-0.045397245,"Farmington, NM MSA",,629,-0.231236984,"Gillette, WY MicroSA",,629,-0.106436695,"El Campo, TX MicroSA"
630,-0.045950527,"Corning, NY MicroSA",,630,-0.231674846,"Columbus, NE MicroSA",,630,-0.10726625,"Sebastian-Vero Beach, FL MSA"
631,-0.046264478,"Amsterdam, NY MicroSA",,631,-0.232962714,"Taylorville, IL MicroSA",,631,-0.107469395,"Bemidji, MN MicroSA"
632,-0.04660076,"Clearlake, CA MicroSA",,632,-0.23567944,"Lexington, NE MicroSA",,632,-0.108112974,"Rockingham, NC MicroSA"
633,-0.046883364,"Sunbury, PA MicroSA",,633,-0.235741407,"Emporia, KS MicroSA",,633,-0.108271567,"Kapaa, HI MicroSA"
634,-0.048174177,"Carson City, NV MSA",,634,-0.236470877,"Shelbyville, TN MicroSA",,634,-0.110939353,"Wooster, OH MicroSA"
635,-0.048308724,"Hudson, NY MicroSA",,635,-0.23920636,"Raleigh, NC MSA",,635,-0.111111603,"Beatrice, NE MicroSA"
636,-0.048381945,"Hutchinson, KS MicroSA",,636,-0.23920845,"Wheeling, WV-OH MSA",,636,-0.111457309,"Hilton Head Island-Bluffton-Beaufort, SC MSA"
637,-0.04849149,"Pullman, WA MicroSA",,637,-0.243449853,"Salt Lake City, UT MSA",,637,-0.111651809,"Milwaukee-Waukesha-West Allis, WI MSA"
638,-0.048715534,"Kearney, NE MicroSA",,638,-0.24456304,"Bellingham, WA MSA",,638,-0.111655136,"Tiffin, OH MicroSA"
639,-0.0498436,"Manitowoc, WI MicroSA",,639,-0.246651869,"Del Rio, TX MicroSA",,639,-0.112235489,"Fargo, ND-MN MSA"
640,-0.050635874,"Quincy, IL-MO MicroSA",,640,-0.24694563,"Minot, ND MicroSA",,640,-0.112543391,"Hinesville, GA MSA"
641,-0.050799246,"Findlay, OH MicroSA",,641,-0.249090752,"Adrian, MI MicroSA",,641,-0.113814992,"Ottumwa, IA MicroSA"
642,-0.051432206,"Bartlesville, OK MicroSA",,642,-0.250024132,"Bucyrus, OH MicroSA",,642,-0.114021795,"Olympia-Tumwater, WA MSA"
643,-0.052462932,"Maryville, MO MicroSA",,643,-0.250079963,"Wilmington, OH MicroSA",,643,-0.115589474,"Rockford, IL MSA"
644,-0.052762525,"Scottsbluff, NE MicroSA",,644,-0.250140725,"Bremerton-Silverdale, WA MSA",,644,-0.115694844,"Punta Gorda, FL MSA"
645,-0.052830442,"Wausau, WI MSA",,645,-0.250580304,"Los Alamos, NM MicroSA",,645,-0.117088177,"Rochester, MN MSA"
646,-0.053381733,"Alice, TX MicroSA",,646,-0.251013355,"Angola, IN MicroSA",,646,-0.119533659,"Kennewick-Richland, WA MSA"
647,-0.054097755,"Rio Grande City, TX MicroSA",,647,-0.253660495,"Harrisonburg, VA MSA",,647,-0.119681154,"Worthington, MN MicroSA"
648,-0.054500256,"Charleston-Mattoon, IL MicroSA",,648,-0.254441535,"Fayetteville-Springdale-Rogers, AR-MO MSA",,648,-0.120037542,"Mankato-North Mankato, MN MSA"
649,-0.055452177,"Canton, IL MicroSA",,649,-0.256259929,"Bloomington, IN MSA",,649,-0.120470834,"Mount Pleasant, TX MicroSA"
650,-0.055780984,"Williston, ND MicroSA",,650,-0.25915485,"Greeley, CO MSA",,650,-0.120842857,"Auburn-Opelika, AL MSA"
651,-0.056066513,"Bloomington, IN MSA",,651,-0.259923959,"Brenham, TX MicroSA",,651,-0.121707505,"Vicksburg, MS MicroSA"
652,-0.056358717,"Fargo, ND-MN MSA",,652,-0.26052038,"Hereford, TX MicroSA",,652,-0.122741923,"Durant, OK MicroSA"
653,-0.056380523,"Spencer, IA MicroSA",,653,-0.262696523,"Cedar City, UT MicroSA",,653,-0.125152751,"Flint, MI MSA"
654,-0.056438193,"Ogdensburg-Massena, NY MicroSA",,654,-0.263822947,"Galesburg, IL MicroSA",,654,-0.125766159,"South Bend-Mishawaka, IN-MI MSA"
655,-0.056443598,"Astoria, OR MicroSA",,655,-0.264164493,"Winona, MN MicroSA",,655,-0.126671552,"Lufkin, TX MicroSA"
656,-0.056542603,"Dover, DE MSA",,656,-0.270882049,"Rock Springs, WY MicroSA",,656,-0.126890456,"Red Bluff, CA MicroSA"
657,-0.057010037,"Riverside-San Bernardino-Ontario, CA MSA",,657,-0.271888143,"Whitewater-Elkhorn, WI MicroSA",,657,-0.126995054,"Carbondale-Marion, IL MSA"
658,-0.057150825,"Taylorville, IL MicroSA",,658,-0.272643099,"Allentown-Bethlehem-Easton, PA-NJ MSA",,658,-0.128307148,"Liberal, KS MicroSA"
659,-0.057769601,"Bremerton-Silverdale, WA MSA",,659,-0.275875225,"Austin-Round Rock, TX MSA",,659,-0.128846151,"Morgan City, LA MicroSA"
660,-0.057820805,"St. Marys, GA MicroSA",,660,-0.276417099,"Oil City, PA MicroSA",,660,-0.130238085,"Plymouth, IN MicroSA"
661,-0.059510197,"Sidney, OH MicroSA",,661,-0.276541849,"Sandusky, OH MicroSA",,661,-0.130508372,"Redding, CA MSA"
662,-0.059697434,"Cadillac, MI MicroSA",,662,-0.282217519,"Thomasville, GA MicroSA",,662,-0.133274488,"Kill Devil Hills, NC MicroSA"
663,-0.05969798,"Norfolk, NE MicroSA",,663,-0.282257657,"Van Wert, OH MicroSA",,663,-0.134160675,"Chicago-Naperville-Elgin, IL-IN-WI MSA"
664,-0.061085437,"Albany, OR MSA",,664,-0.285248972,"Seattle-Tacoma-Bellevue, WA MSA",,664,-0.134612591,"Gallup, NM MicroSA"
665,-0.061350474,"Terre Haute, IN MSA",,665,-0.285531462,"Newton, IA MicroSA",,665,-0.135568743,"Ames, IA MSA"
666,-0.061735327,"Chillicothe, OH MicroSA",,666,-0.28766999,"Truckee-Grass Valley, CA MicroSA",,666,-0.136814639,"Lima, OH MSA"
667,-0.061746906,"Coldwater, MI MicroSA",,667,-0.287784433,"Salem, OR MSA",,667,-0.139533812,"Kankakee, IL MSA"
668,-0.06228844,"Sedalia, MO MicroSA",,668,-0.288393169,"Ashland, OH MicroSA",,668,-0.140413758,"Savannah, GA MSA"
669,-0.062872778,"Alma, MI MicroSA",,669,-0.289644401,"McPherson, KS MicroSA",,669,-0.140490637,"Binghamton, NY MSA"
670,-0.063073671,"Okeechobee, FL MicroSA",,670,-0.289839451,"Easton, MD MicroSA",,670,-0.141057751,"New Ulm, MN MicroSA"
671,-0.063721918,"Espanola, NM MicroSA",,671,-0.290409777,"Grand Rapids-Wyoming, MI MSA",,671,-0.142588654,"Espanola, NM MicroSA"
672,-0.063818719,"Rochester, MN MSA",,672,-0.290627821,"Jamestown-Dunkirk-Fredonia, NY MicroSA",,672,-0.143390259,"Forrest City, AR MicroSA"
673,-0.063875332,"Pittsburg, KS MicroSA",,673,-0.292733576,"Wapakoneta, OH MicroSA",,673,-0.143585523,"Faribault-Northfield, MN MicroSA"
674,-0.064198286,"Des Moines-West Des Moines, IA MSA",,674,-0.295186052,"Binghamton, NY MSA",,674,-0.14429138,"Dyersburg, TN MicroSA"
675,-0.064214412,"Houghton, MI MicroSA",,675,-0.295366893,"Edwards, CO MicroSA",,675,-0.144446157,"Grand Island, NE MSA"
676,-0.065332182,"Visalia-Porterville, CA MSA",,676,-0.297223271,"Olympia-Tumwater, WA MSA",,676,-0.145571572,"Kirksville, MO MicroSA"
677,-0.065882946,"Decatur, IN MicroSA",,677,-0.300406636,"Blacksburg-Christiansburg-Radford, VA MSA",,677,-0.146785702,"Bogalusa, LA MicroSA"
678,-0.067021599,"Emporia, KS MicroSA",,678,-0.301314987,"Scottsbluff, NE MicroSA",,678,-0.147286387,"Amsterdam, NY MicroSA"
679,-0.067204286,"Washington, IN MicroSA",,679,-0.304498771,"Houghton, MI MicroSA",,679,-0.14799589,"Saginaw, MI MSA"
680,-0.067613148,"McAllen-Edinburg-Mission, TX MSA",,680,-0.30485163,"Brownsville-Harlingen, TX MSA",,680,-0.149030643,"Decatur, IL MSA"
681,-0.067800088,"Fort Madison-Keokuk, IA-IL-MO MicroSA",,681,-0.307039376,"Clinton, IA MicroSA",,681,-0.149448827,"Ellensburg, WA MicroSA"
682,-0.067926596,"Kingsville, TX MicroSA",,682,-0.308629531,"Ottawa-Peru, IL MicroSA",,682,-0.150107919,"Aberdeen, WA MicroSA"
683,-0.068642363,"Boulder, CO MSA",,683,-0.308733605,"DuBois, PA MicroSA",,683,-0.150123809,"Shelton, WA MicroSA"
684,-0.068727354,"Rochelle, IL MicroSA",,684,-0.310963439,"Naples-Immokalee-Marco Island, FL MSA",,684,-0.150898172,"Willmar, MN MicroSA"
685,-0.069112207,"Brownsville-Harlingen, TX MSA",,685,-0.316085795,"Dalton, GA MSA",,685,-0.155019358,"Dodge City, KS MicroSA"
686,-0.069206027,"Jesup, GA MicroSA",,686,-0.316686783,"Cortland, NY MicroSA",,686,-0.155230913,"New Castle, IN MicroSA"
687,-0.069362602,"Williamsport, PA MSA",,687,-0.318211225,"Norfolk, NE MicroSA",,687,-0.155300488,"Allentown-Bethlehem-Easton, PA-NJ MSA"
688,-0.069632799,"Fond du Lac, WI MSA",,688,-0.31859176,"Logan, UT-ID MSA",,688,-0.155798536,"Dublin, GA MicroSA"
689,-0.069952813,"Winona, MN MicroSA",,689,-0.319054874,"Manhattan, KS MSA",,689,-0.156425042,"Sandusky, OH MicroSA"
690,-0.070223388,"Van Wert, OH MicroSA",,690,-0.322883003,"Warren, PA MicroSA",,690,-0.156824488,"Riverside-San Bernardino-Ontario, CA MSA"
691,-0.071474194,"Greensburg, IN MicroSA",,691,-0.324164159,"Chambersburg-Waynesboro, PA MSA",,691,-0.157653242,"Albert Lea, MN MicroSA"
692,-0.071562836,"Madison, WI MSA",,692,-0.325693308,"Kill Devil Hills, NC MicroSA",,692,-0.157676401,"Watertown-Fort Drum, NY MSA"
693,-0.071612299,"Baltimore-Columbia-Towson, MD MSA",,693,-0.326096683,"Somerset, PA MicroSA",,693,-0.157684989,"Oak Harbor, WA MicroSA"
694,-0.071923047,"Ashland, OH MicroSA",,694,-0.327682479,"Midland, MI MSA",,694,-0.158400396,"Ogdensburg-Massena, NY MicroSA"
695,-0.071973176,"Racine, WI MSA",,695,-0.328187084,"Raymondville, TX MicroSA",,695,-0.16109777,"Bellingham, WA MSA"
696,-0.072020697,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",,696,-0.329480472,"Fargo, ND-MN MSA",,696,-0.161993375,"Madison, IN MicroSA"
697,-0.072413214,"Sacramento--Roseville--Arden-Arcade, CA MSA",,697,-0.333856819,"Hastings, NE MicroSA",,697,-0.162574873,"Henderson, NC MicroSA"
698,-0.073226777,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",,698,-0.335367326,"Wabash, IN MicroSA",,698,-0.163206729,"Clewiston, FL MicroSA"
699,-0.07324599,"State College, PA MSA",,699,-0.336471813,"Brainerd, MN MicroSA",,699,-0.16327413,"Roanoke Rapids, NC MicroSA"
700,-0.074086476,"Stevens Point, WI MicroSA",,700,-0.337359858,"Alma, MI MicroSA",,700,-0.163337979,"Lebanon, PA MSA"
701,-0.074171319,"Levelland, TX MicroSA",,701,-0.342040826,"Portland-Vancouver-Hillsboro, OR-WA MSA",,701,-0.165722887,"Lewisburg, PA MicroSA"
702,-0.075356201,"Lincoln, NE MSA",,702,-0.342159191,"Albany-Schenectady-Troy, NY MSA",,702,-0.165782253,"El Paso, TX MSA"
703,-0.075806793,"Lawrence, KS MSA",,703,-0.344026419,"Idaho Falls, ID MSA",,703,-0.166457993,"Cortland, NY MicroSA"
704,-0.075958746,"Grand Rapids-Wyoming, MI MSA",,704,-0.345623696,"Madison, IN MicroSA",,704,-0.167452209,"Staunton-Waynesboro, VA MSA"
705,-0.076032343,"Cedar Rapids, IA MSA",,705,-0.34567625,"Winchester, VA-WV MSA",,705,-0.168983603,"Elkhart-Goshen, IN MSA"
706,-0.07637481,"Willmar, MN MicroSA",,706,-0.347237181,"San Diego-Carlsbad, CA MSA",,706,-0.171630727,"Lock Haven, PA MicroSA"
707,-0.076803645,"Green Bay, WI MSA",,707,-0.347738525,"Maryville, MO MicroSA",,707,-0.172990126,"Garden City, KS MicroSA"
708,-0.077304694,"Bellefontaine, OH MicroSA",,708,-0.349556166,"Brookings, OR MicroSA",,708,-0.173760514,"Marshall, MN MicroSA"
709,-0.078017485,"Vidalia, GA MicroSA",,709,-0.351096831,"Santa Rosa, CA MSA",,709,-0.173995422,"Sturgis, MI MicroSA"
710,-0.078176876,"Easton, MD MicroSA",,710,-0.351841158,"New York-Newark-Jersey City, NY-NJ-PA MSA",,710,-0.17790824,"Jasper, IN MicroSA"
711,-0.078215692,"Nogales, AZ MicroSA",,711,-0.352961391,"Warsaw, IN MicroSA",,711,-0.180567647,"Columbus, NE MicroSA"
712,-0.078364439,"Oshkosh-Neenah, WI MSA",,712,-0.361100019,"Lancaster, PA MSA",,712,-0.181364041,"Bay City, TX MicroSA"
713,-0.078621833,"Danville, IL MSA",,713,-0.364189516,"St. Marys, GA MicroSA",,713,-0.182130454,"Chico, CA MSA"
714,-0.079748364,"Eureka-Arcata-Fortuna, CA MicroSA",,714,-0.36490263,"Plattsburgh, NY MicroSA",,714,-0.182197124,"Portales, NM MicroSA"
715,-0.079803433,"Logan, UT-ID MSA",,715,-0.36493621,"Coldwater, MI MicroSA",,715,-0.183470796,"Los Alamos, NM MicroSA"
716,-0.080737942,"Effingham, IL MicroSA",,716,-0.36705101,"San Jose-Sunnyvale-Santa Clara, CA MSA",,716,-0.183874467,"Niles-Benton Harbor, MI MSA"
717,-0.08162877,"Bakersfield, CA MSA",,717,-0.369033533,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",,717,-0.18388248,"Kokomo, IN MSA"
718,-0.081802111,"Sioux City, IA-NE-SD MSA",,718,-0.370094583,"Columbus, IN MSA",,718,-0.18405353,"Yakima, WA MSA"
719,-0.083406472,"Alpena, MI MicroSA",,719,-0.373935975,"Oak Harbor, WA MicroSA",,719,-0.184332908,"Lewistown, PA MicroSA"
720,-0.084168259,"Vermillion, SD MicroSA",,720,-0.373953883,"Kingston, NY MSA",,720,-0.184825554,"Seneca, SC MicroSA"
721,-0.087465488,"Vallejo-Fairfield, CA MSA",,721,-0.374220988,"Punta Gorda, FL MSA",,721,-0.185962203,"Del Rio, TX MicroSA"
722,-0.089169364,"Mount Vernon, IL MicroSA",,722,-0.375564711,"Dixon, IL MicroSA",,722,-0.188421669,"Americus, GA MicroSA"
723,-0.089868898,"Oxnard-Thousand Oaks-Ventura, CA MSA",,723,-0.375966697,"Duluth, MN-WI MSA",,723,-0.190723443,"Moultrie, GA MicroSA"
724,-0.089940839,"Fremont, NE MicroSA",,724,-0.376284015,"St. Cloud, MN MSA",,724,-0.191152952,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA"
725,-0.091478101,"North Platte, NE MicroSA",,725,-0.376723977,"Vernon, TX MicroSA",,725,-0.191211254,"Valdosta, GA MSA"
726,-0.091543681,"Decatur, IL MSA",,726,-0.381424696,"Gettysburg, PA MSA",,726,-0.19285926,"Johnstown, PA MSA"
727,-0.093133107,"Show Low, AZ MicroSA",,727,-0.381483994,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",,727,-0.193847494,"Yuma, AZ MSA"
728,-0.095215485,"Plattsburgh, NY MicroSA",,728,-0.384084181,"Kahului-Wailuku-Lahaina, HI MSA",,728,-0.196034418,"Lancaster, PA MSA"
729,-0.096845336,"Cambridge, OH MicroSA",,729,-0.384646188,"Tiffin, OH MicroSA",,729,-0.197047564,"Easton, MD MicroSA"
730,-0.097552246,"Sault Ste. Marie, MI MicroSA",,730,-0.386094348,"Appleton, WI MSA",,730,-0.197401399,"Lincoln, IL MicroSA"
731,-0.099605784,"Binghamton, NY MSA",,731,-0.386462388,"Bend-Redmond, OR MSA",,731,-0.198104275,"Walla Walla, WA MSA"
732,-0.099840658,"The Dalles, OR MicroSA",,732,-0.387030302,"Traverse City, MI MicroSA",,732,-0.200533447,"Frankfort, IN MicroSA"
733,-0.10139582,"Oskaloosa, IA MicroSA",,733,-0.387119633,"Bedford, IN MicroSA",,733,-0.202255926,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC MSA"
734,-0.102634774,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",,734,-0.390181178,"Lincoln, NE MSA",,734,-0.202980489,"Buffalo-Cheektowaga-Niagara Falls, NY MSA"
735,-0.10268649,"Ann Arbor, MI MSA",,735,-0.392098689,"Sterling, IL MicroSA",,735,-0.205449067,"Orangeburg, SC MicroSA"
736,-0.103906865,"Newton, IA MicroSA",,736,-0.396178394,"Red Wing, MN MicroSA",,736,-0.205472629,"Adrian, MI MicroSA"
737,-0.104976187,"Columbus, NE MicroSA",,737,-0.396628923,"Marquette, MI MicroSA",,737,-0.206070305,"Ann Arbor, MI MSA"
738,-0.105089471,"Ames, IA MSA",,738,-0.397714799,"Oshkosh-Neenah, WI MSA",,738,-0.208079303,"Lincoln, NE MSA"
739,-0.105704118,"Defiance, OH MicroSA",,739,-0.398718997,"Bozeman, MT MicroSA",,739,-0.208527307,"Jamestown-Dunkirk-Fredonia, NY MicroSA"
740,-0.106723426,"Springfield, IL MSA",,740,-0.400729523,"Dubuque, IA MSA",,740,-0.210290902,"Bremerton-Silverdale, WA MSA"
741,-0.106985169,"Tahlequah, OK MicroSA",,741,-0.402963826,"Spearfish, SD MicroSA",,741,-0.211927466,"Macomb, IL MicroSA"
742,-0.107917753,"Susanville, CA MicroSA",,742,-0.408917798,"Batavia, NY MicroSA",,742,-0.211972881,"Milledgeville, GA MicroSA"
743,-0.108778326,"Peoria, IL MSA",,743,-0.414040019,"Madison, WI MSA",,743,-0.213934255,"Austin, MN MicroSA"
744,-0.11016752,"Flagstaff, AZ MSA",,744,-0.41625732,"Lebanon, PA MSA",,744,-0.214747057,"Erie, PA MSA"
745,-0.110286032,"Chicago-Naperville-Elgin, IL-IN-WI MSA",,745,-0.417620434,"Alexandria, MN MicroSA",,745,-0.215453047,"Albany-Schenectady-Troy, NY MSA"
